SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLenght,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,singleLayerInfTimeProf
NO_SPLIT,0.5940943803992923,0.0,0.0,0.0,0,0,0,0,0.0,,,,
NO_SPLIT,0.0,1.6829773473989917,2.59,5.8,0,0.008730800997000188,2457600,1.3873156270001346,0.0,,,,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.34347476859966264,1.5763127831975,2.6194,5.8,0.1902113370006191,0.023891588003607467,6553600,5.915481065999302,0.1258438117998594,Conv,896,864,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.361320261399851,1.434165090395254,2.4002,5.6,0.19576340300045558,0.023876576000475325,6553600,2.887925320999784,0.142107664600735,Conv,320,9312,0
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.26442166500037273,1.499446357996203,2.4138,5.8,0.11864938500002609,0.011556992991245352,3276800,1.5320234620003248,0.08745573279957171,Conv,528,608,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,1.076801976600109,1.226558398400084,2.6195999999999997,5.4,0.9619234310002867,0.06354520800232422,19660800,11.048741337999672,0.31358345139924493,Conv,1536,1536,0
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,1.0339335546006623,1.3277731993992348,2.6996,5.8,1.0318576700001358,0.06779907899908721,19660800,8.415458209999997,0.24676564060027886,BatchNormalization,384,288,0
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,1.047797260799598,1.1011234753997996,2.4488,5.4,0.9940980970004603,0.07065541599877179,20155392,9.021504459000425,0.40250509139950735,Pad,0,288,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.36775942540007234,1.1568838672043058,2.1285999999999996,5.4,0.16562164900005882,0.017339418991468847,4915200,2.2795745370003715,0.1545312557997022,Conv,960,82944,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.26209727879995626,1.2797351790039102,2.1315999999999997,5.2,0.03989094600001408,0.004507438003201969,1228800,0.7369134990003658,0.07060422319937061,Conv,2328,2592,0
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.31607408719992236,1.041438575394568,1.891,5.0,0.03577875800056063,0.00457822899625171,1228800,0.671352033000403,0.2734784201991715,Add,8952,233232,0
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.5393018299995674,0.9914397796004778,1.9952,5.2,0.20071131399981823,0.025142068989225663,7372800,6.026995754999916,0.10055692220030324,Conv,3600,3456,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.5653348588000882,1.038930063403677,2.0826000000000002,5.4,0.21449398099957762,0.02741708500252571,7746048,4.410563602000366,0.11836215540006378,Pad,0,432,0
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.3526775465992614,0.8445394087961177,1.7007999999999999,4.8,0.07702319199961494,0.0066509379976196215,1843200,0.8969257600001583,0.06864171539964445,Conv,1440,186624,0
