SplitLayer,Time1,Time2,Time3,Time4
NO_SPLIT,0.11107489897403866,0,0,0
NO_SPLIT,0,0.13104660506360233,1.498,5.0
245,0,0.3993234600638971,1.201,4.0
246,0.09123190201353282,0.19144095398951322,1.116,4.0
247,0.09319367993157357,0.16606178402435035,0.965,4.0
248,0.09603150002658367,0.14016854099463671,1.108,4.0
249,0.08585022995248437,0.18914243497420102,1.101,5.0
250,0.08734833402559161,0.17725291999522597,1.191,4.0
251,0.08136193605605513,0.18695985595695674,1.199,4.0
252,0.09717139706481248,0.19286088598892093,1.34,4.0
253,0.09876932494807988,0.18304409994743764,1.329,4.0
254,0.08345739706419408,0.19188919092994183,1.229,4.0
255,0.08768260001670569,0.19074287405237556,1.137,4.0
256,0.08987344603519887,0.17757763306144625,1.175,4.0
257,0.08816273196134716,0.17692415707278997,1.122,4.0
258,0.08888111996930093,0.17260957206599414,1.093,4.0
259,0.08961185801308602,0.18517160695046186,1.089,4.0
260,0.09536288899835199,0.17899107292760164,1.247,4.0
261,0.08982223889324814,0.19903557596262544,1.159,4.0
262,0.08641413599252701,0.18224276299588382,0.944,4.0
263,0.09364974696654826,0.09546136506833136,1.198,4.0
264,0.09122246503829956,0.18017540709115565,1.263,4.0
265,0.11739166895858943,0.18528979399707168,0.895,4.0
266,0.09043419291265309,0.11345195397734642,1.122,4.0
267,0.07682179694529623,0.1546916519291699,1.189,4.0
268,0.08775249600876123,0.1785057099768892,1.092,4.0
269,0.08755478705279529,0.17969131807330996,1.108,4.0
270,0.09291088301688433,0.17219109507277608,1.084,4.0
271,0.09957888105418533,0.09105949103832245,1.131,5.0
272,0.08701445197220892,0.1810858320677653,1.184,4.0
273,0.0879195750458166,0.18304335605353117,1.282,5.0
274,0.08613894798327237,0.2765793240396306,1.222,4.0
275,0.08033851301297545,0.18012209702283144,1.215,5.0
276,0.08623771904967725,0.18730577593669295,1.165,5.0
277,0.0886312450747937,0.1801714120665565,1.1,4.0
278,0.08014077402185649,0.10906676400918514,1.097,4.0
279,0.08835821493994445,0.172057801974006,0.922,4.0
280,0.09020997199695557,0.11677174898795784,1.198,5.0
281,0.0865648309700191,0.14253424503840506,1.179,4.0
282,0.09078496904112399,0.18248886696528643,1.173,4.0
283,0.08667262201197445,0.17265448300167918,1.187,5.0
313,0.09294982301071286,0.1774434830294922,1.148,5.0
314,0.07801221602130681,0.10386352601926774,1.212,4.0
