SplitLayer,Time1,Time2,Time3,Time4
NO_SPLIT,0.11224217899143696,0,0,0
NO_SPLIT,0,0.5779258339898661,1.352,5.0
245,0,0.38771487993653864,1.303,4.0
246,0.08926129492465407,0.2783254770329222,1.269,4.0
247,0.09417980699799955,0.26762807194609195,1.21,4.0
248,0.08780099300201982,0.19323101395275444,1.219,4.0
249,0.08987477305345237,0.2677203929051757,1.159,4.0
250,0.09136871004011482,0.18668575899209827,1.132,4.0
251,0.0947584870737046,0.17342178290709853,1.222,5.0
252,0.0890980870462954,0.18179882399272174,1.263,5.0
253,0.09761915798299015,0.18441123503725976,1.132,5.0
254,0.09456575603689998,0.18106928595807403,1.169,5.0
255,0.09741459391079843,0.18258676398545504,1.289,4.0
256,0.07739028602372855,0.19639594503678381,1.242,4.0
257,0.07894322299398482,0.27487269206903875,1.236,4.0
258,0.09927381307352334,0.18254238995723426,1.134,5.0
259,0.08986755704972893,0.19057000696193427,1.136,4.0
260,0.10512299195397645,0.1781156490324065,1.206,4.0
261,0.0790557999862358,0.23372789507266134,1.149,4.0
262,0.09039684396702796,0.12917223491240293,0.897,3.0
263,0.08932354010175914,0.10799058096017689,0.961,4.0
264,0.11004681210033596,0.15691284695640206,1.078,4.0
265,0.0873883729800582,0.16585860203485936,1.217,4.0
266,0.09467772499192506,0.13399105600547045,1.086,5.0
267,0.08820131502579898,0.1149605909595266,0.95,4.0
268,0.10456517396960407,0.10892621101811528,1.037,4.0
269,0.08020557195413858,0.08329719607718289,1.128,5.0
270,0.07946340995840728,0.11391990398988128,1.188,4.0
271,0.09161114692687988,0.18593432300258428,1.118,4.0
272,0.08996991708409041,0.11553235398605466,1.203,4.0
273,0.08795209601521492,0.14977296395227313,1.107,4.0
274,0.0879158730385825,0.18544367898721248,1.211,4.0
275,0.08760075899772346,0.1862631079275161,1.233,4.0
276,0.08682801900431514,0.18413362407591194,1.223,4.0
277,0.08917676191776991,0.18431545898783952,0.879,3.0
278,0.09000523807480931,0.10910746897570789,1.128,5.0
279,0.09074150305241346,0.1252532199723646,1.183,4.0
280,0.0821200089994818,0.17733345902524889,1.091,4.0
281,0.08107050403486937,0.17114878294523805,0.835,4.0
282,0.08911607693880796,0.10469622304663062,1.155,4.0
283,0.10356679698452353,0.1774765079608187,1.155,4.0
313,0.08713949692901224,0.17406450700946152,1.139,4.0
314,0.08496561995707452,0.16553114796988666,1.225,4.0
