SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLength,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
sequential-mobilenetv2_1.00_160-block_11_add-add_0,1.4439019379988167,0.3663797620101832,1.222,9.0,0.005670507000104408,0.0010774499969556928,307200,0.24517487199955212,0.12857103099941014,Add,118752,3111360,1.7136797679877418,0
sequential-mobilenetv2_1.00_160-block_12_add-add_0,1.5430125419998149,0.46980855899164453,1.328,6.0,0.006196252000336244,0.001057881978340447,307200,0.26436407000073814,0.12873717499951454,Add,117024,3109632,1.5111403670052823,0
sequential-mobilenetv2_1.00_160-block_13_expand_BN-FusedBatchNormV3_0,1.5799724470007277,0.35900989902438596,1.177,5.0,0.02945713499957492,0.006415195006411523,1843200,0.3946601299994654,0.031174682000710163,Conv,55872,55296,1.584979121971628,0.01236
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,1.5834250989992142,0.263498165004421,1.058,8.0,0.0406165089998467,0.007642950979061425,2230272,0.3180672009993941,0.016663098999742942,Pad,0,1728,1.6770382039931064,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,1.617183780999767,0.27097543701529503,1.04,6.0,0.013484141999470012,0.00159717898350209,460800,0.25346595300015906,0.048795042999699945,Conv,5760,2985984,1.6358022499816798,0.038124
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,1.629374767999252,0.37651784997433424,1.247,6.0,0.0038197079993551597,0.0004898449988104403,128000,0.26489052699980675,0.04038742299962905,Conv,92320,93888,1.5180688500231554,0.015966
sequential-mobilenetv2_1.00_160-block_14_add-add_0,1.7079339569991134,0.3721291829715483,1.21,7.0,0.0028594679997695494,0.0004908019909635186,128000,0.23503567799980374,0.09087469299993245,Add,320800,8614240,1.44389832802608,0.000675
sequential-mobilenetv2_1.00_160-block_15_add-add_0,1.7958544630000688,0.26405833900207654,1.014,6.0,0.009297068999330804,0.0005267490050755441,128000,0.23942011799954344,0.08743892200072878,Add,317920,8611360,1.4640486659945964,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,1.8102866400004132,0.1795691039878875,1.012,7.0,0.013108125000144355,0.0025942400097846985,768000,0.2604818170002545,0.02567927099971712,Conv,154560,153600,1.534105724008441,0.012435
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,1.8335312930003056,0.1806361809722148,1.02,9.0,0.016926002000218432,0.002635606040712446,768000,0.284312444000534,0.06288910400053283,Conv,9600,8297280,1.5097939940242213,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,1.8910200090003855,0.085891377995722,0.962,7.0,0.01024724699982471,0.0008962579886429012,256000,0.24823419799940893,0.07466352500068751,Conv,307520,310080,1.5470500810006342,0.037727
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,1.9445127700009834,0.06644350400893018,0.9,6.0,0.026644314000805025,0.0034640830126591027,1024000,0.27875580500040087,0.07963750699946104,Conv,409600,409600,1.513005193986828,0.01595
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,1.9688686660001622,0.08205256302608177,0.781,5.0,0.02110205299959489,0.003371137019712478,1024000,0.2680665540001428,0.005689419999725942,BatchNormalization,5120,3840,1.4730402389704977,0.000656
sequential-global_average_pooling2d-Mean_0,1.9701031419999708,0.02602907596156001,0.825,7.0,0.005065363000539946,0.00021767301950603724,40960,0.3314324339999075,0.0075239999996483675,GlobalAveragePool,0,35840,1.5278292500352109,0
sequential-dense-MatMul_0,1.9710563349999575,0.029678789956960827,0.795,7.0,0.006970209999963117,0.00011343095684424043,32,0.22958693300006416,0.002887627999371034,MatMul,1280,1280,1.5232263430398234,0.012382
SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLength,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
NO_SPLIT,1.9772352729996783,0,0,0,0,0,0,0,0,,,,1.1990969549988222,
NO_SPLIT,0,1.7652726999949664,2.699,8.0,0,0.008526528952643275,2457600,0.31353322099948855,0,,,,1.411059528003534,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.08128684900020744,1.8379195189918391,2.81,8.0,0.11192545699941547,0.02212861302541569,6553600,0.590280987999904,0.07051047299955826,Conv,896,864,1.2571258600064539,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.1858404269996754,1.2381876549916342,2.217,7.0,0.11302781699941988,0.021959390956908464,6553600,0.5344633889999386,0.11355910600013885,Conv,320,9312,1.7523041460071909,0.117834
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.23454244300046412,1.55588986602379,2.522,15.0,0.0777827839992824,0.011345490056555718,3276800,0.3424501660001624,0.05419359099869325,Conv,528,608,1.3858999189742462,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,0.3837175250000655,1.4191024709725752,2.724,9.0,0.4221022020001328,0.0637832049978897,19660800,1.5018619659995238,0.27332680400013487,Conv,1536,1536,1.3735122320258597,0.111132
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,0.36918507300015335,1.3224814729765058,2.784,8.0,0.4333825390003767,0.06278603698592633,19660800,1.2985104950003006,0.15841651200025808,BatchNormalization,384,288,1.4846656820218413,0.037261
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,0.5762446509997972,1.5190042029717006,2.903,9.0,0.5415299450005477,0.06371670198859647,20155392,1.3837794820001363,0.42011525799989613,Pad,0,288,1.0810833740270027,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.4830592580001394,0.8524248250178061,1.846,9.0,0.11180789100035327,0.01646182098193094,4915200,0.45944748100009747,0.1629533329996775,Conv,960,82944,1.840848144980555,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.5122821530003421,1.5013547689886764,2.431,7.0,0.034958219999680296,0.0040365520399063826,1228800,0.27469910100080597,0.041570762999981525,Conv,2328,2592,1.162695306009482,0.105572
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.6927036289998796,0.7800809299806133,1.604,7.0,0.025238461999833817,0.004047407011967152,1228800,0.26493826400019316,0.23459571700004744,Add,8952,233232,1.7035476690180076,0.106244
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.7462101410001196,1.0534594760392793,2.049,11.0,0.11741068099945551,0.024397358996793628,7372800,0.6479285349996644,0.054559617999984766,Conv,3600,3456,1.3766626109591016,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.7573190059993067,1.0115244630142115,2.053,6.0,0.13640174900046986,0.0248268399736844,7746048,0.6082586789998459,0.0427291759997388,Pad,0,432,1.4074887589849823,0.142482
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.8011822420003227,0.5588491579983383,1.402,8.0,0.053263216000232205,0.006133318995125592,1843200,0.28862387699973624,0.06922830900020926,Conv,1440,186624,1.8163008279998394,0.028538
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.8084404969995376,1.2703316920087673,2.056,6.0,0.012077628999577428,0.0015254869940690696,409600,0.2710876659994028,0.018771415000628622,Conv,4640,5040,1.0975600389901956,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.8783543589997862,0.6644389649736695,1.497,8.0,0.010155784999369644,0.0014403110253624618,409600,0.24850359100037167,0.10967064300075435,Add,15008,358592,1.6335389040250448,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.952121242999965,0.9104795010061935,1.795,10.0,0.008244930999353528,0.0013164340052753687,409600,0.2367226699998355,0.07652824799970404,Add,14432,358016,1.313731483992342,0.033855
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.9710917910006174,0.9389998849947006,1.737,6.0,0.03949822799950198,0.00827358802780509,2457600,0.30699997800002166,0.028240012999958708,Conv,6336,6144,1.2662405520031825,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.9750333769998178,0.5548647409887053,1.46,6.0,0.04834108099930745,0.008943833992816508,2709504,0.31064642399996956,0.02703195800040703,Pad,0,576,1.6464341100099773,0.1042
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,1.004516642999988,0.979006317036692,1.801,6.0,0.017137423000349372,0.002055310003925115,614400,0.24685160999979416,0.03652451400012069,Conv,1920,331776,1.1928092679618203,0.045531
sequential-mobilenetv2_1.00_160-block_6_project_BN-FusedBatchNormV3_0,1.0118777310008227,0.8692803969606757,1.711,9.0,0.005233359000158089,0.0007197060040198267,204800,0.23265964799975336,0.017929045000528276,Conv,12352,12864,1.295174100037002,0.002661
sequential-mobilenetv2_1.00_160-block_7_add-add_0,1.0725091299991618,0.7711873180232942,1.552,7.0,0.004021753000415629,0.000711775035597384,204800,0.31139613800041843,0.08425423499920726,Add,54592,1386112,1.3326357799760444,0
sequential-mobilenetv2_1.00_160-block_8_add-add_0,1.161661263001406,0.7559079370112158,1.671,10.0,0.004026336000606534,0.0007300750003196299,204800,0.22351039300065167,0.07835953700032405,Add,53440,1384960,1.2587630279858786,0.030747
sequential-mobilenetv2_1.00_160-block_9_add-add_0,1.2240451029983888,0.8687623159494251,1.615,11.0,0.005806967999888002,0.0007046419777907431,204800,0.21777591299996857,0.08672393500000908,Add,53440,1384960,1.0835248090506866,0.016787
sequential-mobilenetv2_1.00_160-block_10_expand_BN-FusedBatchNormV3_0,1.2450155750011618,0.5574362239567563,1.354,7.0,0.02271138600008271,0.004036146041471511,1228800,0.26822274400001334,0.016914171000280476,Conv,24960,24576,1.3738804290405824,0
sequential-mobilenetv2_1.00_160-block_10_depthwise_BN-FusedBatchNormV3_0,1.2884276970007704,0.665817364002578,1.459,7.0,0.025314904999504506,0.004072087001986802,1228800,0.2697633530005987,0.050795950000065204,Conv,3840,1328256,1.222087166995152,0.060649
sequential-mobilenetv2_1.00_160-block_10_project_BN-FusedBatchNormV3_0,1.28945929099973,0.5699928550166078,1.322,6.0,0.008150268999997934,0.0010303439921699464,307200,0.22871839099934732,0.03422590299942385,Conv,36960,38016,1.3168800819821627,0.011998
sequential-mobilenetv2_1.00_160-block_11_add-add_0,1.4189723769995908,0.3656347109936178,1.218,6.0,0.006148119000499719,0.0010662690037861466,307200,0.22306857100011257,0.13189976799912984,Add,118752,3111360,1.391725140005292,0
sequential-mobilenetv2_1.00_160-block_12_add-add_0,1.5340341480005009,0.4783165970002301,1.233,7.0,0.01535930299996835,0.0009976740111596882,307200,0.2304429269997854,0.1268058209998344,Add,117024,3109632,1.1639814829977695,0
sequential-mobilenetv2_1.00_160-block_13_expand_BN-FusedBatchNormV3_0,1.5766377850004574,0.25786703603807837,1.029,7.0,0.034489658999518724,0.006135934963822365,1843200,0.29661756999939826,0.040298308999808796,Conv,55872,55296,1.3418274069599647,0.01236
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,1.5732042719992023,0.24980117799714208,1.045,5.0,0.04001581900047313,0.008114348980598152,2230272,0.28868313600014517,0.017133027999079786,Pad,0,1728,1.353326778002156,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,1.5928956999996444,0.3732430879608728,1.202,6.0,0.012516754999523982,0.0015014000236988068,460800,0.2381311019998975,0.0281150519995208,Conv,5760,2985984,1.2101934400379832,0.038124
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,1.6019667699993079,0.15070792200276628,0.973,6.0,0.0050655770000958,0.0004859399632550776,128000,0.2254573199998049,0.0194234040009178,Conv,92320,93888,1.4236575359964263,0.015966
sequential-mobilenetv2_1.00_160-block_14_add-add_0,1.6991541459992732,0.18820079800207168,1.008,6.0,0.0027403990006860113,0.0005134239909239113,128000,0.2980060849995425,0.11034342300081335,Add,320800,8614240,1.2889772839971556,0.000675
sequential-mobilenetv2_1.00_160-block_15_add-add_0,1.7683786819998204,0.18455676699522883,1.005,7.0,0.0027568569994400605,0.0005150890210643411,128000,0.2752811010004734,0.08785639100005938,Add,317920,8611360,1.2233967790034512,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,1.7966043179994813,0.10890653094975278,0.944,9.0,0.013785899000140489,0.0024968909565359354,768000,0.24489754400019592,0.026286039998922206,Conv,154560,153600,1.2708213790492664,0.012435
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,1.8437245349996374,0.17995967797469348,1.074,6.0,0.015580536000015854,0.0023859700304456055,768000,0.25169837500016,0.04681207500016171,Conv,9600,8297280,1.1526480150241696,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,1.871479081999496,0.09155416302382946,0.976,7.0,0.005937682999501703,0.0008936519734561443,256000,0.24972493899986148,0.07927666999967187,Conv,307520,310080,1.213298982975175,0.037727
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,1.9269375469993975,0.06908492103684694,0.851,9.0,0.020233641999766405,0.0034002719912678003,1024000,0.2754306839997298,0.08587539100062713,Conv,409600,409600,1.180309759962256,0.01595
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,1.94964682599948,0.028737542976159602,0.858,5.0,0.02136351500030287,0.00329367199447006,1024000,0.25915279100081534,0.005877921999854152,BatchNormalization,5120,3840,1.197947859022861,0.000656
sequential-global_average_pooling2d-Mean_0,1.9528172039999845,0.029323443945031613,0.777,7.0,0.010167131000343943,0.00021604500943794847,40960,0.21417388899953949,0.0057616699996287934,GlobalAveragePool,0,35840,1.1941915800534844,0
sequential-dense-MatMul_0,1.9659892409999884,0.026800926018040627,0.759,7.0,0.001152378999904613,7.876596646383405e-05,32,0.2209260859999631,0.0028390370007400634,MatMul,1280,1280,1.1835420609804714,0.012382
SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLength,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
NO_SPLIT,2.090047355999559,0,0,0,0,0,0,0,0,,,,1.079313359002299,
NO_SPLIT,0,1.8740881179692224,2.812,8.0,0,0.008335755963344127,2457600,0.3710774869996385,0,,,,1.2952725970326355,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.09082649999982095,1.2461526139522903,2.282,7.0,0.11627339400001802,0.0221228469745256,6553600,0.595695326999703,0.06929296100133797,Conv,896,864,1.8323816010497467,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.20105247399988002,1.851074535981752,2.865,7.0,0.12063814100019954,0.021484246011823416,6553600,0.5828444659991874,0.11981585799912864,Conv,320,9312,1.117233705020226,0.117834
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.26255137599946465,1.616959273989778,2.58,7.0,0.06784867300029873,0.01066869799979031,3276800,0.39659143399967434,0.054764049000368686,Conv,528,608,1.2898500650126152,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,1.2106144279996442,1.4205914749763906,2.666,8.0,0.6419535980003275,0.06271699198987335,19660800,1.4352024780000647,0.2689294880010493,Conv,1536,1536,0.538154812025823,0.111132
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,0.38890293700023904,1.4127721770200878,2.809,7.0,0.6956221340005868,0.06354359799297526,19660800,1.453776246000416,0.09001332699972409,BatchNormalization,384,288,1.367685600981531,0.037261
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,0.6997854199998983,1.7006608929950744,3.0,8.0,1.0856355300002178,0.06484267901396379,20155392,1.50122280999949,0.417972430998816,Pad,0,288,0.7689144020068852,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.4956273070010866,1.2690056810388342,2.249,8.0,0.11957452299975557,0.015521722030825913,4915200,0.5038961190002738,0.1716705529988758,Conv,960,82944,1.4047277269619372,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.5215536509995218,1.3674045580555685,2.228,13.0,0.033463087000200176,0.004005156981293112,1228800,0.3243924650005283,0.044946922000235645,Conv,2328,2592,1.2804025059467676,0.105572
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.7046526799995263,0.8618713159812614,1.626,9.0,0.027837880999868503,0.004023947985842824,1228800,0.32254707799984317,0.1966298289999031,Add,8952,233232,1.6028367190210702,0.106244
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.7411775709997528,0.6480531460256316,1.678,7.0,0.12608097399970575,0.02462142496369779,7372800,0.603466020000269,0.04611559600016335,Conv,3600,3456,1.7801299979764735,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.7720597569996244,0.9459294020198286,1.91,7.0,0.153011215999868,0.024935727007687092,7746048,0.6456059100000857,0.048032257999693684,Pad,0,432,1.451371555982405,0.142482
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.8151607040008457,0.9864444090053439,1.895,7.0,0.05099271100061742,0.006244844989851117,1843200,0.35370201600017026,0.07666162999976223,Conv,1440,186624,1.3677556019956683,0.028538
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.8279419400005281,1.0754281599656679,1.871,6.0,0.01290169700041588,0.0014294160064309835,409600,0.2767747980005879,0.029283137000675197,Conv,4640,5040,1.265990615035662,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.9714581039997938,0.6603792980313301,1.484,5.0,0.007773227000143379,0.0013184119598008692,409600,0.27790070099945297,0.08441890900030558,Add,15008,358592,1.537523312970734,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.9696418660005293,1.0597944079781882,1.954,8.0,0.008918776999962574,0.0014275749563239515,409600,0.2865202909997606,0.07881590300075914,Add,14432,358016,1.1399244410231404,0.033855
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.9996372479999991,0.7391923629911616,1.609,6.0,0.047244268999747874,0.008121726976241916,2457600,0.35574200300015946,0.021420490999844333,Conv,6336,6144,1.4305311040106972,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.9907243650004602,0.8792174240224995,1.82,7.0,0.05727265699988493,0.009002758015412837,2709504,0.36935317999996187,0.017921548001140764,Pad,0,576,1.2994189259788982,0.1042
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,1.004871259000538,0.5769254979677498,1.338,5.0,0.016099694999866188,0.0020937120425514877,614400,0.2779955500000142,0.025216992999958165,Conv,1920,331776,1.58756395803357,0.045531
sequential-mobilenetv2_1.00_160-block_6_project_BN-FusedBatchNormV3_0,1.0138252059996375,0.7728733249823563,1.665,8.0,0.00530425400029344,0.0008306779782287776,204800,0.26605960100005177,0.012462606999179116,Conv,12352,12864,1.382662184019864,0.002661
sequential-mobilenetv2_1.00_160-block_7_add-add_0,1.0877975220000735,0.8711110939620994,1.704,6.0,0.004133963000640506,0.0007147639989852905,204800,0.2664332980002655,0.07876194100026623,Add,54592,1386112,1.210452099039685,0
sequential-mobilenetv2_1.00_160-block_8_add-add_0,1.1638480159999745,0.7457483459729701,1.607,5.0,0.004017293000288191,0.0007778379949741066,204800,0.27263933600079326,0.11342266099927656,Add,53440,1384960,1.2597643530289133,0.030747
sequential-mobilenetv2_1.00_160-block_9_add-add_0,1.2226092500004597,0.6739455109927803,1.549,7.0,0.004358290999334713,0.0007495830068364739,204800,0.2651053259996843,0.09325610900032189,Add,53440,1384960,1.2728059540086178,0.016787
sequential-mobilenetv2_1.00_160-block_10_expand_BN-FusedBatchNormV3_0,1.2543577930000538,0.6680987360305153,1.482,6.0,0.022627779000686132,0.0040040769963525236,1228800,0.2971275059999243,0.016090197999801603,Conv,24960,24576,1.2469041859712888,0
sequential-mobilenetv2_1.00_160-block_10_depthwise_BN-FusedBatchNormV3_0,1.3116097159991114,0.5260405549779534,1.326,5.0,0.025688690999231767,0.004052939009852707,1228800,0.3082728389999829,0.05106061399965256,Conv,3840,1328256,1.331710444024793,0.060649
sequential-mobilenetv2_1.00_160-block_10_project_BN-FusedBatchNormV3_0,1.3286088140002903,0.785252898989711,1.629,6.0,0.00839990599979501,0.0011136020184494555,307200,0.2744037170004958,0.04497618900040834,Conv,36960,38016,1.0554990020118566,0.011998
sequential-mobilenetv2_1.00_160-block_11_add-add_0,1.4345686629994816,0.6724334610044025,1.451,7.0,0.006160629000078188,0.0010821640025824308,307200,0.2688170000001264,0.19184276799933286,Add,118752,3111360,1.0623585909979738,0
sequential-mobilenetv2_1.00_160-block_12_add-add_0,1.5763792790003208,0.4815343579975888,1.332,7.0,0.009737804999531363,0.0010140819940716028,307200,0.2629773069993462,0.12577125300049374,Add,117024,3109632,1.1114470780039483,0
sequential-mobilenetv2_1.00_160-block_13_expand_BN-FusedBatchNormV3_0,1.6061630180001885,0.3789831660105847,1.22,6.0,0.04263318999983312,0.006225840013939887,1843200,0.3205777519997355,0.048199394999755896,Conv,55872,55296,1.1842145309910848,0.01236
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,1.6019947319991843,0.22841634799260646,1.118,6.0,0.04495861400027934,0.007598787022288889,2230272,0.35111691800011613,0.01640458200017747,Pad,0,1728,1.3389496350100671,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,1.6228452219993414,0.28000603697728366,1.054,5.0,0.014058333000321,0.0014992139767855406,460800,0.27846747400053573,0.033914555999217555,Conv,5760,2985984,1.2665094560252328,0.038124
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,1.6408673099995212,0.1596279700170271,0.871,6.0,0.0035388409996812697,0.0005082970019429922,128000,0.2911725869998918,0.033207767000021704,Conv,92320,93888,1.3688654349853095,0.015966
sequential-mobilenetv2_1.00_160-block_14_add-add_0,1.7840654469991932,0.17598743096459657,1.072,8.0,0.002933304999714892,0.0005209989612922072,128000,0.27809911599979387,0.09915594299945951,Add,320800,8614240,1.209307837038068,0.000675
sequential-mobilenetv2_1.00_160-block_15_add-add_0,1.7963535159997264,0.2822760929702781,1.11,5.0,0.00950550600009592,0.0005609460058622062,128000,0.2739524889993845,0.08807222500036005,Add,317920,8611360,1.0907311060318534,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,1.834910141000364,0.15921944699948654,0.914,7.0,0.017019345000335306,0.0024835949880070984,768000,0.2887994789998629,0.03534651800055144,Conv,154560,153600,1.1752311270020073,0.012435
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,1.871396186000311,0.17822166200494394,0.975,6.0,0.021367008999732207,0.0026456089690327644,768000,0.29024575899984484,0.04365657200014539,Conv,9600,8297280,1.119742866996603,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,1.920117284999833,0.08719957200810313,0.957,5.0,0.007650718000149936,0.0008539960253983736,256000,0.2672250539999368,0.08945303900054569,Conv,307520,310080,1.1620438579939218,0.037727
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,1.9744898339995416,0.01090928801568225,0.754,6.0,0.02559774200017273,0.0034006310161203146,1024000,0.2887208090005515,0.07636479300072097,Conv,409600,409600,1.183961592986634,0.01595
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,1.987842840000667,0.07094711798708886,0.869,5.0,0.023262056000021403,0.00351653405232355,1024000,0.2982884949997242,0.00604905799991684,BatchNormalization,5120,3840,1.1105707570141021,0.000656
sequential-global_average_pooling2d-Mean_0,1.9916285160006737,0.02756431297166273,0.677,7.0,0.0052404989992282935,0.0002549859927967191,40960,0.25503331599975354,0.007358520000707358,GlobalAveragePool,0,35840,1.1501678860295215,0
sequential-dense-MatMul_0,1.9785396939996645,0.026046711020171642,0.822,5.0,0.000757363000047917,7.72240455262363e-05,32,0.25286523399972793,0.0026115239998034667,MatMul,1280,1280,1.1647743099820218,0.012382
