SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLenght,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,singleLayerInfTimeProf
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,1.8351808046001679,0.3478683661989635,1.2218,4.0,0.07034039300015138,0.007758870997349732,2230272,1.12669734300016,0.02702131960013503,Pad,0,1728,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,1.8766645612002322,0.2911939571989933,1.127,4.0,0.018142687000363367,0.0015481800073757768,460800,1.0498922309998306,0.03553055560023495,Conv,5760,2985984,0
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,1.839687873600451,0.31966615800047293,1.1562000000000001,4.6,0.004885209000349278,0.0005139849963597953,128000,0.2621715770001174,0.02774788599999738,Conv,92320,93888,0
sequential-mobilenetv2_1.00_160-block_14_add-add_0,1.8802402779998375,0.21796449839603155,1.0333999999999999,4.0,0.01895069500005775,0.0005084750009700656,128000,0.25536402899979294,0.10528708080000797,Add,320800,8614240,0
sequential-mobilenetv2_1.00_160-block_15_add-add_0,1.9777192710000235,0.21830088839924428,1.0186,4.0,0.021110712999870884,0.0005054560024291277,128000,0.2689280079994205,0.13635571859995252,Add,317920,8611360,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,1.9759607371999663,0.17699358699901496,1.011,4.0,0.04059115199925145,0.002754547997028567,768000,0.5365144400002464,0.03695506359981664,Conv,154560,153600,0
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,2.019697081800041,0.19314036600117107,1.001,4.2,0.024972453999907884,0.002676130010513589,768000,0.5539176700003736,0.043512249999912454,Conv,9600,8297280,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,2.0599412898000082,0.1166304747981485,0.9278000000000001,4.0,0.02532241500011878,0.0009981680050259456,256000,0.32825468099963473,0.09984241599995584,Conv,307520,310080,0
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,2.107201639599771,0.07639152100018691,0.8024000000000001,4.0,0.06403918500018335,0.0033561540039954707,1024000,0.6156459100002394,0.08757889540011092,Conv,409600,409600,0
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,2.159625273799975,0.047638957999879494,0.8837999999999999,3.8,0.03320610799983115,0.0034279779938515276,1024000,0.6390909969995846,0.00985505880034907,BatchNormalization,5120,3840,0
sequential-global_average_pooling2d-Mean_0,2.156243041800553,0.024127147399121897,0.7726000000000001,4.0,0.004187184999864257,0.00021852699865121394,40960,0.2063928269999451,0.010262526599944977,GlobalAveragePool,0,35840,0
sequential-dense-MatMul_0,2.1265724534001493,0.02675452480034437,0.8238,4.0,0.000974474999566155,8.013499609660357e-05,32,0.17104623799968977,0.0048828470004082195,MatMul,1280,1280,0
