SplitLayer,Time1,Time2,Time3,Time4
NO_SPLIT,0.6103345650008123,0,0,0
NO_SPLIT,0,0.14510354099911638,1.636,0
245,0,0.5829185459988366,1.3,0
246,0.8119174880011997,0.2801765450021776,1.229,0
247,0.4663977710006293,0.28122224399703555,1.199,0
248,0.6153690270002699,0.26851615399937145,1.182,0
249,0.45534172000043327,0.199652025999967,1.199,0
250,0.870921644000191,0.19650863100105198,1.225,0
251,0.6141523029982636,0.18820462999792653,1.201,0
252,0.7019599140003265,0.19010481999794138,0.913,0
253,0.5983122489997186,0.13157470700025442,1.225,0
254,0.613318944000639,0.2024019180025789,1.19,0
255,0.5554497270022694,0.196550323998963,1.179,0
256,0.74848628700056,0.12323391000245465,1.155,0
257,0.6747098060004646,0.18568329000117956,0.973,0
258,0.5345777479997196,0.10659596600089571,1.308,0
259,0.516504597999301,0.2723297080010525,1.153,0
260,0.529360058997554,0.18485013999816147,1.148,0
261,0.5955362829990918,0.17340179000166245,1.219,0
262,0.5069036600034451,0.15459932199883042,1.263,0
263,0.491757867999695,0.19528852100120275,1.166,0
264,0.5331508349991054,0.1782793469974422,1.226,0
265,0.5310254489995714,0.18677614600164816,1.144,0
266,0.5397423089998483,0.17650336799852084,1.104,0
267,0.571084373001213,0.1762044720017002,1.206,0
268,0.5109172810007294,0.17749644200011971,1.181,0
269,0.551762717001111,0.1862248739998904,1.178,0
270,0.5257317530013097,0.1861833859984472,1.189,0
271,0.6010111460018379,0.17955535200235317,1.211,0
272,0.6056138860003557,0.1779610679986945,1.206,0
273,0.5195396119997895,0.18756468200081144,1.207,0
274,0.528254767999897,0.18505822199949762,1.204,0
275,0.5446908170015377,0.2772994299994025,1.191,0
276,0.5154153539988329,0.17737326799760922,1.195,0
277,0.5749979259999236,0.2767870640018373,1.136,0
278,0.5228976150028757,0.1854430470011721,1.136,0
279,0.5409776820015395,0.12229455400301958,1.195,0
280,0.5431467659982445,0.1844435219973093,1.207,0
281,0.5650966579996748,0.17708998499801964,1.003,0
282,0.5245303449992207,0.11049501799789141,1.028,0
283,0.5778756910003722,0.11234742700253264,1.208,0
313,0.5349522930009698,0.13052367899945239,1.109,0
314,0.5546261749987025,0.1402543699987291,1.112,0
