SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLenght,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.03522168099993905,0.17343338200589642,0.988,4.0,0.0033892080000441638,0.0002185729972552508,38400,0.23649098600003526,0.02076842599990414,Add,8952,233232,0.5871127759937735,0
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.03348340399998051,0.1751096219959436,0.911,4.0,0.009543512999925952,0.0009164190123556182,230400,0.2865561619998971,0.01584355099998902,Conv,3600,3456,0.5871748130036849,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.03151589000003696,0.10671044699847698,0.999,4.0,0.012253984999915701,0.0009279950027121231,242064,0.3229915300000812,0.030272427999989304,Pad,0,432,0.6575415020010951,0
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.028992696999921463,0.18227851600386202,0.907,4.0,0.0030640899999525573,0.000286477996269241,57600,0.24042986099993868,0.018981219000124838,Conv,1440,186624,0.5844966259958255,0
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.029379596999888236,0.09244873499847017,0.942,4.0,0.0017495980000603595,0.00013897100870963186,12800,0.24884233700004188,0.014689931000020806,Conv,4640,5040,0.6739395070012506,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.03711679399998502,0.17824556499544997,0.992,5.0,0.002934467000159202,0.0001498729980085045,12800,0.2246272320001026,0.012768407000066873,Add,15008,358592,0.580405480004174,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.040229151999710666,0.19086580199655145,0.907,4.0,0.0030327449999276723,0.00014845399709884077,12800,0.22414513700005045,0.01237111399996138,Add,14432,358016,0.5646728850033469,0
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.03590268800007834,0.18886080000083894,0.945,4.0,0.004658571999925698,0.0004345070046838373,76800,0.21419893699999193,0.023594030999902316,Conv,6336,6144,0.5710043509986917,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.061117862000401146,0.1783228480053367,0.952,4.0,0.0051305849999607744,0.0003930990060325712,84672,0.30074848699996437,0.01906124400011322,Pad,0,576,0.5563271289938712,0
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,0.047246253000139404,0.17214721499476582,0.994,4.0,0.0022704840000642434,0.0001682069996604696,19200,0.22837961799996265,0.01313664800022707,Conv,1920,331776,0.5763743710047038,0
sequential-mobilenetv2_1.00_160-block_6_project_BN-FusedBatchNormV3_0,0.03941557799998918,0.08544392000476364,0.942,4.0,0.0019384890001674648,0.00011572398943826556,6400,0.17887031600002956,0.013595756999848163,Conv,12352,12864,0.6709083409948562,0
sequential-mobilenetv2_1.00_160-block_7_add-add_0,0.03725101600025482,0.09873288200469688,0.962,4.0,0.0017980850000185455,0.00011367800470907241,6400,0.1951940139999806,0.01179974900014713,Add,54592,1386112,0.6597839409946573,0
sequential-mobilenetv2_1.00_160-block_8_add-add_0,0.0558257909999611,0.13341778800531756,0.931,4.0,0.0017156240000986145,0.00011770900164265186,6400,0.19198516400001608,0.014295682000010856,Add,53440,1384960,0.6065242599943304,0
sequential-mobilenetv2_1.00_160-block_9_add-add_0,0.05218284499983383,0.0961115499958396,0.948,4.0,0.003940039000099205,0.00011549699411261827,6400,0.188392758999953,0.023947074999796314,Add,53440,1384960,0.6474734440039356,0
sequential-mobilenetv2_1.00_160-block_10_expand_BN-FusedBatchNormV3_0,0.051051052000048,0.16481583600398153,0.937,4.0,0.008482056000048033,0.00023405300453305244,38400,0.2086379869999746,0.01856978999990133,Conv,24960,24576,0.5799009509955795,0
sequential-mobilenetv2_1.00_160-block_10_depthwise_BN-FusedBatchNormV3_0,0.07417486999997891,0.09702264300722163,0.977,4.0,0.006593231000124433,0.00021943100728094578,38400,0.23742715799994585,0.00905541500014806,Conv,3840,1328256,0.6245703259924085,0
sequential-mobilenetv2_1.00_160-block_10_project_BN-FusedBatchNormV3_0,0.06276524800000516,0.08364034700207412,0.902,4.0,0.0018783840000651253,0.00013803500041831285,9600,0.1962059310001223,0.014673923999907856,Conv,36960,38016,0.6493622439975297,0
sequential-mobilenetv2_1.00_160-block_11_add-add_0,0.08443638299991107,0.08789639601309318,0.88,3.0,0.003783307000048808,0.0001370799873257056,9600,0.2289255979999325,0.018377498000063497,Add,118752,3111360,0.6234350599866048,0
